Confirmed,Impact
0.5384615384615401,-4.230769230769231
0.0,3.3846153846153846
-37.07692307692308,21.76923076923077
-20.53846153846154,-3.846153846153846
-0.9230769230769232,1.6923076923076923
0.9230769230769232,0.15384615384615385
-94.6153846153846,40.61538461538461
-11.769230769230766,12.76923076923077
-90.3846153846154,-106.99999999999999
-135.0,70.15384615384617
1.6923076923076934,26.30769230769231
1.3076923076923077,0.3076923076923077
73.38461538461539,-5.615384615384616
24.615384615384606,0.3076923076923077
-1.6923076923076923,-0.5384615384615384
81.0,-10.0
29.307692307692374,-40.692307692307665
-2.230769230769231,0.07692307692307693
-0.07692307692307693,-0.38461538461538464
-7.9230769230769225,0.30769230769230765
-2.92307692307692,1.2307692307692308
-178.0,8.923076923076923
-0.7692307692307693,-12.846153846153848
1.7692307692307698,-1.8461538461538467
20.846153846153847,2.4615384615384617
0.8461538461538461,-1.1538461538461533
-0.3076923076923077,-0.07692307692307693
-52.384615384615394,-0.6923076923076925
-53.461538461538574,-58.76923076923076
-0.38461538461538464,263.0
-0.6153846153846154,0.0
57.69230769230768,-3.0769230769230775
4.384615384615387,155.38461538461542
81.61538461538461,-103.61538461538466
-3.1538461538461537,1.692307692307693
-4.153846153846153,0.6923076923076923
-1.23076923076923,2.0
60.69230769230769,2.6923076923076925
-24.153846153846153,2.999999999999999
0.0,71.23076923076924
19.0,-1.2307692307692308
-9.923076923076923,20.76923076923077
-132.84615384615384,-1.8461538461538467
-102.0,35.692307692307686
24.0,24.384615384615383
-7.15384615384616,-4.384615384615384
-314.23076923076917,1.3846153846153852
42.692307692307686,-0.9230769230769231
-6.230769230769232,12.076923076923077
-0.4615384615384616,19.384615384615387
-1.6923076923076923,2.5384615384615383
-2.07692307692308,1.3846153846153846
-0.2307692307692308,0.0
0.3076923076923075,-5.384615384615385
-0.8461538461538461,-0.5384615384615384
7.923076923076934,7.230769230769232
-2128.538461538462,228.61538461538464
-1.0,-22.30769230769231
4.615384615384615,-27.153846153846192
-3.615384615384615,0.15384615384615388
-2094.7692307692305,200.30769230769226
10.307692307692307,1.0
-1.1538461538461604,-216.6153846153846
3.0769230769230766,0.0
20.0,0.0
5.153846153846153,-16.30769230769231
